ID,age,gender,Stress_score,cscore,communicative_score,impulsive_score,Country_Australia,Country_Canada,Country_Other,Country_UK,Country_USA,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Other,Ethnicity_White,Ethnicity_White-Asian,Ethnicity_White-Black
209,0.46713327209662353,1.0045977253914877,0.15314294750648763,-0.003387024819674768,-0.1423893345616707,1.0880072616502328,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,0.8995157756845593,-0.6410953409953583,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
1304,0.15335213464514924,-0.9954233169404241,-0.033873754529222914,0.41986111349232114,-1.0171367162771583,-2.098096249688543,5.630275304103699,-0.2230677689279884,-0.2552382804450779,-1.1117092407178397,-0.6410953409953583,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
1626,0.3102427033708864,1.0045977253914877,-0.7692046582323574,0.7626227205843307,-0.6611302026345666,-1.4899805501525891,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,0.8995157756845593,-0.6410953409953583,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
59,1.2515861157253094,-0.9954233169404241,0.24095365706447378,-0.4030442832913297,0.349831860937398,1.7497802287923003,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,0.8995157756845593,-0.6410953409953583,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
1502,-1.101772415160748,1.0045977253914877,0.6444807345752183,-0.003387024819674768,0.4534996719078146,0.7739225487437396,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,-1.1117092407178397,1.5598303965950058,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
1666,-0.39576485589493077,1.0045977253914877,-0.5593973903571698,0.9444112652363685,-0.2034649441256366,-0.05505513614061162,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,0.8995157756845593,-0.6410953409953583,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
367,1.0162502626367036,-0.9954233169404241,-0.1303985039670089,-1.2557852045789408,-0.4063806206374974,-1.7390261508092475,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,0.8995157756845593,-0.6410953409953583,8.714423473218883,-0.14241071319408977,-0.17530790204692587,-3.283867199474392,-0.10401521705342341,-0.10019286421003264
1174,-1.1802176995236164,1.0045977253914877,0.43266253442007674,0.5891603688171193,1.0080019166332954,-0.6358002092714272,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,-1.1117092407178397,1.5598303965950058,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
597,-1.0233271307978793,-0.9954233169404241,-1.413373298577583,0.9444112652363685,0.9360773501073093,1.0880072616502328,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,0.8995157756845593,-0.6410953409953583,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
1059,-0.8664365620721423,-0.9954233169404241,0.7497195238928045,-0.4030442832913297,-1.5290467595961894,0.5302968741079003,-0.17761120833134694,-0.2230677689279884,-0.2552382804450779,-1.1117092407178397,1.5598303965950058,-0.11475228431039583,-0.14241071319408977,-0.17530790204692587,0.30451901348509397,-0.10401521705342341,-0.10019286421003264
